visitors_per_day,pageviews_per_day,traffic_growth_rate,peak_hours_start,peak_hours_end,cpu_usage_avg,cpu_usage_peak,ram_usage_avg,ram_usage_max,disk_usage_avg,disk_usage_max,response_time,disk_read_iops,disk_write_iops,plugin_count,heavy_plugins,heavy_plugin_woocommerce,heavy_plugin_elementor,heavy_plugin_wpml,heavy_plugin_yoast,heavy_plugin_revslider,heavy_plugin_gravityforms,php_version,cache_enabled,cdn_enabled,wp_type,recommended_capacity_score
126652,708322,4.33,09:00,19:30,41.59,50.03,51.48,63.0,37.88,47.32,426.97,2557.31,309.4,33,"woocommerce,revslider",1,0,0,0,1,0,8.1,oui,oui,medium,52.9224
120288,459413,67.55,12:30,21:30,44.57,71.68,58.11,74.57,67.01,82.0,397.11,1696.32,336.94,45,"wpml,yoast",0,0,1,1,0,0,8.1,oui,oui,small,60.839
5159,19600,33.01,08:30,22:00,24.84,55.18,48.27,62.95,77.51,82.09,244.55,63.37,110.22,68,"revslider,gravityforms",0,0,0,0,1,1,7.4,oui,oui,small,33.4073
129809,251915,55.62,12:45,18:00,50.1,69.03,51.43,69.48,37.34,47.11,485.65,914.46,262.58,11,"woocommerce,elementor",1,1,0,0,0,0,8.2,oui,non,medium,57.6344
10476,14461,14.28,06:15,22:30,39.98,70.04,61.41,83.43,70.45,74.83,287.46,85.32,119.34,64,gravityforms,0,0,0,0,0,1,8.1,non,oui,medium,43.8611
130681,810687,51.41,07:30,21:45,81.1,100.0,87.78,100.0,45.04,54.78,863.31,2911.56,315.28,46,gravityforms,0,0,0,0,0,1,8.0,non,oui,performance,82.1017
100497,509921,11.74,09:00,19:15,58.82,90.44,79.89,100.0,79.8,90.56,422.31,1817.45,362.25,76,woocommerce,1,0,0,0,0,0,8.1,oui,non,performance,67.9417
122924,318187,28.6,12:45,21:30,65.95,85.44,62.99,74.65,79.7,92.12,562.71,1170.48,258.49,4,"elementor,revslider,gravityforms",0,1,0,0,1,1,7.4,oui,non,performance,66.458
75025,99806,70.04,06:15,23:15,40.71,62.99,52.86,63.17,51.09,61.67,340.73,366.03,194.7,39,"woocommerce,yoast",1,0,0,1,0,0,8.1,oui,oui,medium,50.8247
24065,109987,35.44,12:30,17:45,33.09,42.59,44.24,54.1,46.87,54.63,197.13,389.89,106.87,28,,0,0,0,0,0,0,8.3,oui,non,small,33.158
22446,130302,30.06,08:15,22:00,52.09,68.33,65.84,78.77,44.89,49.31,415.01,501.98,145.41,48,"woocommerce,elementor,yoast,revslider",1,1,0,1,1,0,7.4,non,oui,medium,49.9335
17852,65919,31.19,10:00,15:45,35.31,63.9,49.7,61.38,46.09,68.98,286.44,256.06,98.9,39,"elementor,gravityforms",0,1,0,0,0,1,8.2,oui,oui,medium,38.0218
120839,571583,78.35,12:15,16:45,49.04,66.1,57.48,72.23,39.13,53.07,463.02,2060.72,310.28,32,"elementor,yoast",0,1,0,1,0,0,8.1,oui,oui,medium,62.0786
80060,500640,7.34,07:00,21:00,34.62,45.67,42.78,66.44,67.94,79.7,305.62,1793.17,214.17,23,"woocommerce,elementor,wpml",1,1,1,0,0,0,8.0,oui,oui,small,43.249
32513,122355,23.73,08:00,20:00,44.52,58.47,64.5,76.55,75.68,92.45,404.2,462.48,208.28,67,elementor,0,1,0,0,0,0,8.2,non,non,medium,50.8108
18771,103348,53.29,06:00,19:15,41.11,72.0,52.13,78.4,52.14,60.69,433.28,337.31,139.77,33,"woocommerce,elementor,wpml,yoast,revslider",1,1,1,1,1,0,8.0,oui,oui,medium,50.4165
11768,35769,48.77,09:00,15:30,28.25,39.61,52.43,76.24,34.99,52.25,150.42,148.13,169.67,69,,0,0,0,0,0,0,8.2,oui,oui,small,35.8041
38751,49036,34.56,12:00,15:45,30.47,38.98,44.46,67.88,58.48,71.7,230.37,204.42,150.58,41,"yoast,revslider",0,0,0,1,1,0,8.1,oui,non,small,38.3052
112439,643175,55.25,12:00,20:15,54.09,72.63,73.54,91.79,53.41,68.18,560.99,2323.41,355.05,69,"woocommerce,elementor,wpml,yoast,revslider,gravityforms",1,1,1,1,1,1,7.4,oui,oui,small,66.7531
133868,834135,81.65,09:00,21:15,51.75,61.22,58.26,73.93,48.22,56.69,541.42,3004.15,314.39,30,"elementor,revslider",0,1,0,0,1,0,8.1,oui,non,small,62.7693
91239,137464,71.95,06:45,16:30,52.62,74.64,62.17,87.14,52.41,63.07,491.4,469.27,270.02,39,"elementor,wpml,yoast,revslider",0,1,1,1,1,0,8.2,non,oui,small,60.8925
149357,693237,25.35,11:15,19:30,60.28,87.74,65.56,74.05,45.18,58.85,480.37,2505.18,356.4,27,,0,0,0,0,0,0,8.3,non,oui,medium,63.7702
59197,293105,56.99,08:30,23:15,54.83,75.4,74.3,90.37,70.24,77.69,482.57,1033.86,243.59,66,"elementor,wpml",0,1,1,0,0,0,8.2,non,oui,small,54.4306
49910,289013,79.02,08:00,21:45,45.12,56.66,63.47,83.56,64.16,87.9,415.25,1076.66,216.63,61,yoast,0,0,0,1,0,0,8.2,oui,non,medium,53.6067
103924,496187,28.46,10:45,16:00,65.27,95.26,85.23,100.0,44.1,51.83,491.79,1813.04,333.2,72,"woocommerce,revslider",1,0,0,0,1,0,8.1,non,oui,small,64.7599
20244,112447,9.57,09:15,15:15,30.03,40.73,53.05,78.36,43.95,49.17,217.43,415.25,153.96,65,elementor,0,1,0,0,0,0,8.1,oui,oui,small,36.173
136712,695811,44.11,09:45,16:00,63.44,92.55,85.06,100.0,77.41,83.92,532.23,2496.4,427.02,79,"woocommerce,elementor,yoast",1,1,0,1,0,0,8.2,oui,oui,performance,77.4077
117033,377460,17.95,10:45,16:30,35.29,48.02,53.93,78.81,59.61,65.08,351.47,1357.31,317.39,58,"woocommerce,elementor,gravityforms",1,1,0,0,0,1,8.3,oui,oui,small,49.4099
5175,9876,26.85,07:30,15:45,23.73,45.35,32.88,54.68,74.85,80.65,253.48,52.63,83.28,21,"woocommerce,gravityforms",1,0,0,0,0,1,8.2,oui,non,small,31.3821
28126,167096,25.97,09:30,20:45,38.81,48.07,42.75,63.74,36.19,54.54,247.47,621.43,70.57,7,woocommerce,1,0,0,0,0,0,8.0,oui,non,medium,37.0519
94171,587991,23.77,08:00,23:30,41.63,63.53,52.75,74.49,49.88,55.84,297.38,2109.73,232.57,37,woocommerce,1,0,0,0,0,0,8.0,oui,non,small,51.4427
110795,146913,15.24,10:15,23:45,37.99,55.4,52.57,72.95,59.7,74.6,389.92,527.07,318.9,47,yoast,0,0,0,1,0,0,8.3,oui,oui,performance,53.4133
32764,161641,61.79,06:15,23:00,46.38,62.67,69.19,91.05,51.64,69.94,276.96,585.37,177.82,69,yoast,0,0,0,1,0,0,8.2,oui,oui,medium,49.5473
112054,192618,46.79,06:00,20:15,77.68,88.5,79.66,92.25,43.86,58.28,653.0,715.11,279.71,24,"woocommerce,yoast",1,0,0,1,0,0,8.0,non,oui,performance,70.9884
71147,352437,56.36,10:15,17:00,51.85,77.4,69.97,87.39,62.09,74.01,436.92,1301.5,289.77,65,"yoast,revslider",0,0,0,1,1,0,8.3,oui,non,performance,63.1521
101301,236447,15.82,06:30,22:30,48.36,78.91,59.9,72.89,60.78,73.85,395.47,853.74,287.99,42,elementor,0,1,0,0,0,0,8.2,non,oui,medium,56.5392
63626,405991,19.96,08:30,16:15,63.78,75.67,85.53,100.0,40.15,49.28,507.16,1491.73,276.23,79,revslider,0,0,0,0,1,0,8.1,non,oui,performance,61.8537
68165,350364,56.96,06:30,20:15,63.07,94.89,65.03,74.46,85.21,100.0,622.29,1268.44,178.91,18,"wpml,yoast,revslider",0,0,1,1,1,0,8.3,non,non,medium,60.4322
58527,288062,4.02,11:45,18:45,37.82,59.6,59.47,68.68,52.25,67.9,261.7,1042.34,227.51,64,yoast,0,0,0,1,0,0,8.2,oui,oui,medium,45.6201
23584,55635,61.76,07:30,16:30,44.11,68.4,54.82,79.98,48.41,56.49,285.64,225.97,69.83,31,"woocommerce,yoast",1,0,0,1,0,0,8.2,oui,oui,performance,47.4271
28594,70432,67.13,06:15,22:00,35.28,45.36,40.15,58.4,33.63,48.5,300.37,288.3,77.08,11,"woocommerce,wpml,yoast",1,0,1,1,0,0,8.3,oui,oui,medium,42.6702
25193,104415,64.0,12:45,18:45,31.45,48.18,39.45,59.16,17.78,39.54,218.54,413.64,83.49,21,,0,0,0,0,0,0,8.1,oui,oui,performance,43.5796
120408,246985,7.67,09:45,16:00,38.45,50.96,44.87,66.69,54.98,62.78,324.86,913.22,262.82,20,yoast,0,0,0,1,0,0,8.0,oui,oui,medium,49.7515
63518,183114,9.13,12:45,21:15,30.33,53.74,43.51,70.79,49.34,63.0,219.15,646.36,199.12,36,"yoast,revslider",0,0,0,1,1,0,8.2,oui,oui,small,38.4353
56959,344724,54.85,12:45,18:45,41.11,49.45,64.38,73.25,53.04,63.24,444.49,1248.43,236.84,74,"woocommerce,elementor,wpml,yoast",1,1,1,1,0,0,8.3,oui,oui,medium,54.2466
128357,463403,60.14,12:15,17:30,45.17,53.59,61.18,87.75,31.55,43.93,366.92,1690.32,296.88,51,yoast,0,0,0,1,0,0,8.3,oui,oui,small,55.6281
133085,400501,36.23,06:15,18:45,46.86,56.62,52.4,79.71,57.4,78.67,427.23,1450.66,281.59,23,"wpml,yoast,revslider,gravityforms",0,0,1,1,1,1,8.2,oui,non,small,57.0928
35135,201841,0.4,12:45,22:00,43.23,70.29,54.76,73.19,48.47,55.73,276.9,714.0,121.25,32,"elementor,yoast,revslider",0,1,0,1,1,0,8.3,oui,non,medium,45.0127
53232,252425,28.7,12:15,18:30,43.22,52.42,52.87,70.79,64.01,70.22,256.07,909.04,145.06,28,gravityforms,0,0,0,0,0,1,8.1,oui,oui,performance,47.091
61790,221864,8.02,11:30,19:00,35.95,52.71,50.24,65.21,37.42,58.68,205.95,801.73,208.57,40,"woocommerce,yoast",1,0,0,1,0,0,8.1,oui,oui,small,37.881
125965,665389,6.22,09:45,21:45,44.5,64.02,67.34,88.22,63.72,86.0,373.91,2400.55,355.77,73,"wpml,yoast",0,0,1,1,0,0,8.1,oui,oui,small,59.3258
100761,234268,51.18,06:45,22:15,56.72,87.11,71.96,83.53,49.63,66.41,473.3,816.94,327.9,58,"woocommerce,yoast,gravityforms",1,0,0,1,0,1,8.1,non,oui,small,61.7183
81693,143897,23.12,12:15,18:45,28.57,53.59,44.01,52.59,50.46,67.06,270.34,545.58,204.0,46,,0,0,0,0,0,0,8.3,oui,non,small,41.5619
35307,96510,69.65,11:45,15:30,38.86,54.59,49.09,57.23,61.83,85.76,301.28,360.22,154.03,31,"woocommerce,yoast",1,0,0,1,0,0,7.4,oui,oui,medium,48.6044
57874,166410,1.61,09:00,23:00,21.37,50.59,28.75,39.08,53.56,73.6,129.06,617.96,148.04,17,yoast,0,0,0,1,0,0,8.1,oui,oui,medium,35.3844
4375,26124,17.84,09:30,21:45,25.63,37.29,29.12,53.76,25.31,49.27,222.68,143.86,37.02,4,"woocommerce,elementor",1,1,0,0,0,0,8.0,non,oui,medium,28.6
105620,669099,70.01,11:45,16:45,59.35,69.16,57.25,79.14,54.24,72.14,525.1,2461.46,193.95,3,"elementor,wpml",0,1,1,0,0,0,8.3,oui,non,performance,58.212
137833,205083,63.4,09:45,22:15,79.25,95.76,93.9,100.0,85.85,90.65,815.51,757.87,382.02,70,,0,0,0,0,0,0,8.2,non,non,medium,79.2309
118009,699179,74.42,08:30,18:30,46.81,72.78,67.19,80.86,66.3,83.24,448.35,2517.98,356.01,67,"woocommerce,yoast,gravityforms",1,0,0,1,0,1,8.3,oui,oui,small,62.377
46429,259225,15.94,12:30,23:30,34.28,46.54,47.08,64.72,51.88,56.13,147.29,976.44,147.35,35,,0,0,0,0,0,0,8.3,oui,oui,performance,39.7828
72429,159526,83.92,11:30,22:30,43.05,70.01,57.33,82.06,46.48,70.45,367.25,552.36,206.68,47,"woocommerce,wpml",1,0,1,0,0,0,8.3,oui,non,small,53.4009
143643,533083,39.0,10:45,18:00,60.25,86.94,73.81,82.76,52.74,72.79,561.66,1906.9,363.36,57,"woocommerce,revslider",1,0,0,0,1,0,8.3,oui,non,performance,70.517
63842,240628,23.11,11:00,15:30,42.86,72.34,65.23,75.61,59.72,64.03,225.43,869.98,236.92,70,,0,0,0,0,0,0,8.1,oui,oui,performance,55.5934
125876,288702,5.11,07:00,17:00,41.4,53.42,55.29,65.6,49.58,68.97,400.64,1052.76,363.61,50,woocommerce,1,0,0,0,0,0,8.0,oui,non,medium,49.8893
86634,279377,18.85,12:45,22:30,41.13,50.08,53.25,79.28,64.89,72.61,410.73,1015.18,247.45,39,gravityforms,0,0,0,0,0,1,8.2,oui,non,medium,47.8371
74864,153795,19.73,07:30,15:30,64.13,94.27,85.13,100.0,59.96,67.52,602.09,591.21,289.81,77,"yoast,gravityforms",0,0,0,1,0,1,8.2,non,oui,performance,68.5472
87795,366033,40.63,07:00,19:45,58.6,82.44,70.34,94.52,50.98,59.07,543.98,1296.89,257.33,47,"elementor,yoast",0,1,0,1,0,0,8.3,non,non,small,60.1055
33580,100705,56.91,12:15,19:15,34.72,64.86,58.74,68.44,76.01,80.43,215.2,392.71,180.08,73,,0,0,0,0,0,0,8.2,oui,non,small,43.5389
63851,232947,33.91,06:45,16:00,43.8,70.41,62.32,80.6,63.98,74.0,310.23,864.81,214.82,57,yoast,0,0,0,1,0,0,8.2,oui,non,small,49.1019
45687,174782,47.71,07:00,20:15,48.58,74.98,74.08,100.0,60.5,75.56,342.74,693.88,206.58,80,,0,0,0,0,0,0,8.0,oui,non,small,55.253
113662,452843,45.39,10:00,21:30,75.48,88.73,80.76,100.0,58.01,67.92,775.42,1644.23,302.19,39,"wpml,yoast,revslider",0,0,1,1,1,0,8.0,non,oui,performance,72.0467
91876,199851,7.98,08:15,19:30,51.36,71.02,68.7,96.38,64.76,83.53,417.68,684.86,296.72,61,"woocommerce,elementor",1,1,0,0,0,0,8.2,non,oui,medium,58.1242
59988,76117,24.05,07:15,21:15,35.38,44.78,61.66,73.13,51.88,63.98,335.86,299.81,262.45,80,yoast,0,0,0,1,0,0,8.2,oui,oui,medium,46.6769
123384,522835,45.47,09:00,15:15,60.64,69.19,72.61,95.84,64.62,70.74,397.34,1872.2,304.77,45,"elementor,wpml",0,1,1,0,0,0,8.0,oui,non,small,63.4374
67977,191018,18.19,06:45,20:45,24.42,44.86,33.91,54.26,54.21,77.96,131.15,691.2,183.5,25,,0,0,0,0,0,0,8.1,oui,oui,medium,38.0038
142998,220543,36.5,12:45,21:15,55.1,69.72,56.45,68.69,46.81,69.1,411.5,813.86,318.94,13,revslider,0,0,0,0,1,0,8.3,oui,non,performance,63.871
90818,289774,79.65,06:45,20:15,43.94,75.4,49.13,70.29,19.69,39.27,355.41,1060.1,217.95,20,,0,0,0,0,0,0,8.2,oui,non,medium,55.9934
132864,855607,22.0,12:30,17:30,51.4,73.39,58.08,73.71,36.33,52.3,349.52,3077.51,314.5,21,"woocommerce,elementor",1,1,0,0,0,0,8.2,oui,oui,small,53.4927
148028,662511,41.26,09:15,19:15,50.91,73.92,49.82,69.87,38.32,49.85,455.43,2368.66,274.74,3,,0,0,0,0,0,0,8.3,non,oui,small,56.9161
49083,246994,52.62,10:45,18:00,36.0,54.09,51.31,64.05,64.16,73.55,298.64,881.49,191.41,46,"woocommerce,elementor",1,1,0,0,0,0,8.2,oui,oui,medium,47.2568
39140,221991,28.43,10:45,22:45,50.55,63.99,72.82,97.43,38.86,43.89,487.03,816.06,213.65,78,"woocommerce,yoast",1,0,0,1,0,0,8.0,non,non,small,53.0367
125353,600022,4.27,06:30,17:15,58.08,82.51,77.58,92.78,41.24,48.32,527.61,2176.72,381.04,67,"woocommerce,wpml,yoast,revslider",1,0,1,1,1,0,8.2,oui,non,small,62.5568
34831,123092,75.85,08:30,22:00,47.31,74.65,56.29,78.12,39.05,43.28,326.02,438.78,161.64,31,elementor,0,1,0,0,0,0,7.4,non,oui,small,51.3256
112827,654428,76.72,06:00,16:00,64.05,81.94,76.97,100.0,44.94,49.31,628.29,2347.52,307.6,51,"woocommerce,elementor",1,1,0,0,0,0,8.2,oui,non,medium,73.7356
26574,74868,39.17,12:00,18:30,33.16,53.78,43.47,68.67,65.08,74.41,378.22,297.07,114.68,28,"woocommerce,elementor,yoast",1,1,0,1,0,0,8.1,oui,oui,medium,40.0804
130484,332532,28.11,10:45,22:15,65.2,91.43,66.19,88.3,92.24,100.0,540.64,1236.41,294.5,14,"woocommerce,yoast,revslider",1,0,0,1,1,0,8.2,non,oui,medium,65.9673
103432,266551,35.55,10:00,20:15,52.32,78.73,63.24,82.89,71.56,81.97,423.57,980.04,283.62,39,yoast,0,0,0,1,0,0,8.1,oui,non,medium,57.0188
78180,238471,4.92,07:30,21:45,41.54,73.36,54.63,71.37,59.6,76.27,263.71,842.67,251.99,43,"elementor,gravityforms",0,1,0,0,0,1,8.0,oui,non,medium,53.0249
67392,358519,74.15,07:30,22:15,54.95,86.37,65.95,87.02,67.93,76.17,440.96,1325.15,186.45,39,"elementor,yoast",0,1,0,1,0,0,8.2,oui,non,medium,63.1748
95608,169413,84.29,10:00,23:30,48.53,76.53,64.35,86.16,32.45,39.54,428.86,634.01,272.25,52,"woocommerce,elementor",1,1,0,0,0,0,8.0,oui,oui,small,61.5653
58321,231763,24.34,06:45,15:30,25.1,39.52,32.34,44.99,47.83,56.01,319.28,853.92,153.38,19,"yoast,gravityforms",0,0,0,1,0,1,8.1,oui,oui,medium,34.0096
59699,261595,62.17,08:30,19:45,37.88,51.29,56.91,78.21,70.56,92.28,325.47,948.01,251.17,60,,0,0,0,0,0,0,8.3,oui,oui,performance,53.6728
30653,187925,1.65,11:45,17:15,23.6,40.57,27.78,52.4,45.15,62.72,263.41,715.61,70.45,6,wpml,0,0,1,0,0,0,8.0,oui,non,medium,28.6148
23718,76737,14.46,11:00,23:30,27.39,52.6,54.49,71.87,72.54,83.18,220.99,260.55,177.6,80,elementor,0,1,0,0,0,0,8.1,oui,oui,medium,40.4612
133677,498704,72.15,07:00,17:30,50.25,67.72,51.5,67.03,37.15,60.06,402.25,1812.09,252.11,6,"elementor,yoast",0,1,0,1,0,0,8.1,oui,oui,small,56.1344
112393,544814,23.56,11:00,19:00,42.27,53.42,54.1,63.19,27.43,35.24,302.46,1977.96,283.63,36,"elementor,wpml",0,1,1,0,0,0,8.2,oui,oui,small,50.4596
66504,138146,12.81,06:00,19:00,27.86,42.65,48.07,71.59,42.63,66.57,260.96,531.68,240.93,60,woocommerce,1,0,0,0,0,0,8.2,oui,oui,medium,41.5019
124767,419191,17.52,09:15,21:30,47.84,58.52,59.58,84.0,58.12,62.68,366.74,1483.08,298.34,40,,0,0,0,0,0,0,8.3,oui,non,medium,56.9166
91174,124744,1.18,09:15,16:15,31.56,51.13,47.7,75.22,96.0,100.0,267.41,450.49,235.94,48,"elementor,yoast",0,1,0,1,0,0,8.0,oui,oui,small,43.2092
89882,108723,64.02,11:45,20:30,80.05,91.45,84.09,100.0,70.57,78.56,766.65,382.54,217.16,35,"woocommerce,elementor",1,1,0,0,0,0,8.2,non,non,performance,70.9754
16923,58381,79.01,06:00,20:45,37.38,59.45,60.07,86.4,40.24,55.75,277.62,253.08,185.71,70,wpml,0,0,1,0,0,0,8.3,oui,oui,performance,51.8794
80765,446274,61.53,08:00,18:00,73.29,82.68,83.56,100.0,59.06,69.34,520.36,1612.37,267.56,48,,0,0,0,0,0,0,8.1,non,non,medium,63.1214
16240,52535,14.62,06:15,20:45,31.32,62.3,53.52,74.88,17.28,39.88,291.74,190.99,141.79,64,woocommerce,1,0,0,0,0,0,8.1,oui,non,small,36.7272
102606,423918,70.11,07:00,21:30,48.48,67.96,64.47,92.38,46.34,64.16,483.08,1502.11,304.87,58,"elementor,yoast",0,1,0,1,0,0,8.0,oui,non,small,59.5645
10149,37527,8.47,06:00,16:00,24.59,54.71,47.67,60.34,72.59,94.25,269.41,160.03,146.78,66,"elementor,yoast",0,1,0,1,0,0,8.1,oui,oui,medium,35.5147
77161,268384,3.0,07:45,16:30,34.13,65.27,46.57,63.09,70.93,85.08,338.04,961.3,217.81,37,elementor,0,1,0,0,0,0,8.2,oui,oui,performance,48.2983
55133,245046,20.51,12:00,20:00,40.63,62.74,63.83,76.08,69.31,77.14,403.54,873.51,257.57,75,"woocommerce,elementor",1,1,0,0,0,0,8.1,oui,non,medium,50.4274
19666,122576,79.79,07:00,22:45,20.4,48.09,32.26,49.34,9.8,15.89,187.56,468.4,104.57,31,,0,0,0,0,0,0,8.2,oui,oui,small,32.6032
70959,292325,17.07,09:00,22:45,34.71,60.46,56.7,68.16,48.2,63.34,323.11,1061.74,241.92,66,"elementor,yoast,gravityforms",0,1,0,1,0,1,8.3,oui,oui,small,44.9743
30141,171746,50.44,07:45,17:30,45.76,65.8,69.98,90.89,67.25,85.8,314.72,591.5,209.6,80,yoast,0,0,0,1,0,0,7.4,non,oui,small,51.7079
36724,109277,43.07,09:00,22:30,26.93,55.1,32.06,45.74,66.72,86.86,274.03,413.48,95.48,10,"wpml,revslider",0,0,1,0,1,0,8.1,oui,oui,small,35.3126
133490,357391,50.99,08:00,15:15,55.81,73.25,63.06,78.28,45.66,51.26,520.33,1264.69,302.22,28,woocommerce,1,0,0,0,0,0,8.1,oui,non,small,59.6309
52484,85037,4.95,11:15,21:45,42.51,53.68,62.78,75.83,48.44,70.09,414.71,321.61,212.0,64,elementor,0,1,0,0,0,0,8.2,non,oui,medium,50.975
60620,260295,51.18,07:15,23:00,48.98,65.71,54.26,70.88,27.55,31.64,377.58,948.94,170.84,23,revslider,0,0,0,0,1,0,8.2,non,oui,performance,51.8739
988,5043,65.73,12:45,18:15,26.89,53.52,30.25,48.8,52.96,67.42,273.3,23.25,30.13,5,elementor,0,1,0,0,0,0,8.0,oui,non,medium,32.3524
45113,204453,28.19,06:45,17:30,34.95,54.36,51.4,67.13,65.26,72.47,284.12,764.41,185.96,51,"elementor,wpml",0,1,1,0,0,0,8.2,oui,non,medium,45.4048
52696,300730,58.32,12:15,18:15,34.84,47.17,56.94,77.46,67.62,76.53,260.58,1111.5,251.17,66,elementor,0,1,0,0,0,0,8.3,oui,oui,small,46.5002
107888,250058,58.5,10:30,15:15,35.09,56.25,50.44,67.91,77.46,83.4,322.8,923.52,325.17,50,elementor,0,1,0,0,0,0,8.2,oui,oui,medium,55.6123
17919,84661,14.83,10:45,20:00,40.55,65.2,55.86,67.56,87.2,100.0,266.14,323.22,85.24,41,yoast,0,0,0,1,0,0,8.0,oui,oui,medium,39.5968
139485,533893,74.22,08:00,22:15,72.05,87.87,92.15,100.0,63.94,72.05,524.18,1924.94,407.45,80,,0,0,0,0,0,0,8.0,non,oui,small,79.2767
19301,55487,58.77,07:30,15:15,42.65,63.76,63.64,81.85,77.05,83.44,434.87,229.6,162.74,65,"woocommerce,yoast",1,0,0,1,0,0,8.3,oui,non,medium,48.3247
97937,370483,36.78,09:45,18:00,53.59,76.82,74.17,93.46,41.6,47.42,521.62,1326.36,316.69,76,elementor,0,1,0,0,0,0,8.1,oui,non,performance,67.2131
725,3642,15.54,11:30,18:30,30.21,39.67,33.65,41.65,30.09,45.48,315.94,63.49,18.97,6,"woocommerce,elementor,gravityforms",1,1,0,0,0,1,8.0,non,oui,performance,31.2368
122950,727978,24.84,09:30,21:45,49.69,75.33,51.68,79.5,56.6,61.69,351.7,2632.1,279.78,7,,0,0,0,0,0,0,8.2,oui,non,small,50.9697
104472,457854,13.06,12:00,18:45,36.52,62.77,48.42,63.57,34.56,52.62,298.85,1645.28,244.36,34,wpml,0,0,1,0,0,0,8.3,oui,oui,small,43.6663
125642,592243,31.03,12:45,20:00,63.54,77.14,77.75,90.14,40.7,52.81,457.62,2142.41,355.71,57,yoast,0,0,0,1,0,0,8.2,non,oui,medium,67.4315
139696,859303,80.64,11:00,20:00,78.67,100.0,81.03,98.18,39.24,60.39,699.28,3085.89,332.84,29,,0,0,0,0,0,0,8.1,non,non,small,74.2977
125108,641015,61.39,12:00,19:15,56.05,77.24,63.92,73.59,47.34,54.6,442.89,2308.92,275.34,33,yoast,0,0,0,1,0,0,8.2,oui,non,medium,62.6308
93251,221154,10.92,06:15,16:30,40.78,50.85,56.81,83.42,76.58,93.07,333.47,777.92,296.92,49,wpml,0,0,1,0,0,0,8.1,oui,oui,medium,48.5706
125778,662076,24.79,06:30,20:15,48.21,60.29,53.2,62.95,60.72,66.49,528.97,2410.59,336.36,24,,0,0,0,0,0,0,8.2,non,oui,medium,55.4556
14475,27216,83.13,06:15,17:15,44.07,62.91,69.31,78.98,28.74,36.49,364.66,102.71,165.91,79,,0,0,0,0,0,0,8.2,oui,non,medium,46.4246
96800,184981,45.26,09:45,20:00,33.4,64.67,35.45,51.64,25.92,39.87,230.2,684.77,202.19,4,yoast,0,0,0,1,0,0,8.0,oui,oui,small,43.1997
148448,926285,13.43,07:30,21:45,83.08,94.08,81.4,100.0,63.24,71.87,700.0,3293.76,320.1,13,revslider,0,0,0,0,1,0,8.1,non,oui,performance,72.0422
56610,101558,56.17,07:30,20:15,48.28,58.74,59.21,84.62,44.11,66.29,312.41,369.82,195.12,32,"woocommerce,yoast",1,0,0,1,0,0,8.2,oui,oui,medium,48.3841
146339,818180,54.88,12:45,19:30,46.12,72.66,56.07,74.03,63.29,71.23,511.21,2937.38,358.09,41,"wpml,yoast",0,0,1,1,0,0,7.4,oui,oui,medium,66.3091
76024,363546,57.04,11:30,22:00,54.63,76.88,68.72,85.4,50.7,72.79,478.78,1328.52,221.79,50,"elementor,gravityforms",0,1,0,0,0,1,8.1,oui,non,medium,60.2668
70262,365498,28.63,07:00,21:15,28.65,43.67,30.15,38.51,60.38,83.75,282.58,1343.05,140.65,1,"woocommerce,yoast",1,0,0,1,0,0,8.2,oui,oui,medium,34.3394
45053,188021,4.51,09:15,16:00,46.08,74.72,51.71,69.65,49.48,62.59,404.05,698.54,121.36,20,"elementor,wpml,yoast",0,1,1,1,0,0,8.1,non,oui,performance,50.5688
16225,84665,0.81,06:30,19:00,44.76,75.68,70.83,97.02,54.13,62.33,386.64,328.71,178.36,79,"woocommerce,revslider,gravityforms",1,0,0,0,1,1,8.3,non,oui,small,47.2277
131461,822900,69.42,09:30,19:00,51.75,65.87,51.9,77.13,28.71,48.22,430.66,2977.32,263.41,9,elementor,0,1,0,0,0,0,8.2,oui,non,medium,60.0376
108125,554988,71.85,06:00,23:45,46.31,76.48,64.85,80.05,68.01,80.77,387.73,2037.3,325.95,61,"woocommerce,wpml",1,0,1,0,0,0,8.1,oui,oui,small,63.7577
60060,173894,72.07,09:15,18:45,46.96,72.89,60.57,78.38,78.49,100.0,510.89,685.99,221.87,52,"woocommerce,elementor",1,1,0,0,0,0,8.1,non,oui,medium,60.3401
144223,856532,67.2,07:45,18:45,55.18,68.6,72.15,86.2,50.02,68.38,494.35,3074.96,401.05,59,yoast,0,0,0,1,0,0,8.0,oui,oui,small,66.7245
27615,103187,63.5,10:30,20:30,40.87,65.15,58.31,67.3,44.73,62.13,416.47,393.04,185.18,55,"elementor,wpml",0,1,1,0,0,0,8.2,oui,non,medium,46.401
116816,238694,34.36,08:00,19:45,54.26,74.47,72.6,83.46,62.82,76.02,336.67,874.92,370.59,64,,0,0,0,0,0,0,8.1,oui,non,medium,62.9097
67859,406985,26.91,11:15,19:00,37.48,69.4,60.18,76.4,70.43,83.51,387.1,1476.83,251.88,70,"elementor,wpml,yoast",0,1,1,1,0,0,8.1,oui,oui,small,50.0586
93649,317616,26.76,09:15,19:45,29.42,54.49,47.41,69.71,65.83,69.94,272.59,1138.52,275.0,54,elementor,0,1,0,0,0,0,8.2,oui,oui,small,49.3344
